filename,true,condition,b,c,e,rule_branch,pred_passthrough,prob_passthrough,ptrue_passthrough,pred_gamma,prob_gamma,ptrue_gamma,pred_clahe,prob_clahe,ptrue_clahe,pred_stretch,prob_stretch,ptrue_stretch
data\gtsrb\GTSRB\Training\00033\00000_00001.ppm,33,lowlight,0.008455,0.024971,0.0,gamma,19,0.510045,0.061869,33,0.527142,0.527142,12,0.107604,0.019656,19,0.652923,0.012462
data\gtsrb\GTSRB\Training\00033\00000_00001.ppm,33,foggy,0.490886,0.08077,0.062169,clahe,32,0.117984,0.013029,31,0.139855,0.00737,25,0.083403,0.03342,25,0.103422,0.029414
data\gtsrb\GTSRB\Training\00033\00000_00001.ppm,33,lowcontrast,0.19071,0.044538,0.0,clahe,20,0.199262,0.024899,32,0.145021,0.014583,12,0.066259,0.062952,33,0.470769,0.470769
data\gtsrb\GTSRB\Training\00033\00000_00001.ppm,33,noisy,0.191846,0.189228,0.35582,passthrough,40,0.324568,0.034752,40,0.306057,0.025838,19,0.25819,0.013578,40,0.123087,0.028932
data\gtsrb\GTSRB\Training\00033\00000_00001.ppm,33,mixed,0.058492,0.088351,0.142857,gamma,23,0.143157,0.020936,40,0.103146,0.031616,40,0.325623,0.009895,19,0.414926,0.006786
data\gtsrb\GTSRB\Training\00033\00002_00025.ppm,33,clean,0.407495,0.481599,0.179972,passthrough,33,0.900981,0.900981,33,0.979768,0.979768,33,0.778937,0.778937,33,0.79705,0.79705
data\gtsrb\GTSRB\Training\00033\00002_00025.ppm,33,lowlight,0.162774,0.511444,0.145518,passthrough,33,0.400113,0.400113,33,0.722127,0.722127,33,0.393812,0.393812,33,0.295487,0.295487
data\gtsrb\GTSRB\Training\00033\00002_00025.ppm,33,foggy,0.611029,0.264479,0.164566,passthrough,33,0.980847,0.980847,33,0.538645,0.538645,33,0.747317,0.747317,33,0.981684,0.981684
data\gtsrb\GTSRB\Training\00033\00002_00025.ppm,33,lowcontrast,0.417622,0.144752,0.143277,passthrough,33,0.92233,0.92233,38,0.230366,0.137375,33,0.78744,0.78744,33,0.967114,0.967114
data\gtsrb\GTSRB\Training\00033\00002_00025.ppm,33,noisy,0.403749,0.488386,0.311765,passthrough,33,0.789769,0.789769,33,0.916442,0.916442,33,0.464705,0.464705,33,0.693463,0.693463
data\gtsrb\GTSRB\Training\00033\00002_00025.ppm,33,mixed,0.564452,0.169572,0.152241,passthrough,33,0.90521,0.90521,38,0.165211,0.091688,33,0.740508,0.740508,33,0.97968,0.97968
data\gtsrb\GTSRB\Training\00033\00013_00019.ppm,33,clean,0.24628,0.631973,0.04096,passthrough,33,0.90683,0.90683,33,0.867049,0.867049,33,0.726782,0.726782,7,0.105645,0.102517
data\gtsrb\GTSRB\Training\00033\00013_00019.ppm,33,lowlight,0.148153,0.693565,0.023164,passthrough,19,0.359156,0.067838,33,0.121535,0.121535,32,0.108302,0.037776,19,0.314241,0.064529
data\gtsrb\GTSRB\Training\00033\00013_00019.ppm,33,foggy,0.522584,0.347614,0.023446,stretch,38,0.237841,0.02619,38,0.131557,0.006438,33,0.164067,0.164067,38,0.217452,0.105222
data\gtsrb\GTSRB\Training\00033\00013_00019.ppm,33,lowcontrast,0.251383,0.190453,0.023446,passthrough,13,0.23651,0.0358,38,0.243209,0.011426,33,0.273233,0.273233,33,0.667697,0.667697
data\gtsrb\GTSRB\Training\00033\00013_00019.ppm,33,noisy,0.245973,0.610521,0.287571,passthrough,40,0.178937,0.06234,40,0.462141,0.043975,40,0.488255,0.009636,38,0.119978,0.034575
data\gtsrb\GTSRB\Training\00033\00013_00019.ppm,33,mixed,0.391577,0.46158,0.023446,passthrough,13,0.207518,0.020926,32,0.112675,0.004945,13,0.126493,0.059743,13,0.145067,0.082281
data\gtsrb\GTSRB\Training\00033\00001_00009.ppm,33,clean,0.479999,0.633332,0.265625,passthrough,33,0.888778,0.888778,33,0.935587,0.935587,33,0.912575,0.912575,33,0.850857,0.850857
data\gtsrb\GTSRB\Training\00033\00001_00009.ppm,33,lowlight,0.28364,0.70646,0.238051,passthrough,33,0.476796,0.476796,33,0.791422,0.791422,33,0.325123,0.325123,33,0.378085,0.378085
data\gtsrb\GTSRB\Training\00033\00001_00009.ppm,33,foggy,0.650858,0.348294,0.23989,passthrough,33,0.93441,0.93441,33,0.132785,0.132785,33,0.829702,0.829702,33,0.852741,0.852741
data\gtsrb\GTSRB\Training\00033\00001_00009.ppm,33,lowcontrast,0.491324,0.189835,0.238971,passthrough,33,0.73782,0.73782,1,0.112514,0.024447,33,0.614507,0.614507,33,0.952233,0.952233
data\gtsrb\GTSRB\Training\00033\00001_00009.ppm,33,noisy,0.475833,0.623333,0.328125,passthrough,33,0.77704,0.77704,33,0.639391,0.639391,33,0.608482,0.608482,33,0.718748,0.718748
data\gtsrb\GTSRB\Training\00033\00001_00009.ppm,33,mixed,0.483914,0.380923,0.306985,passthrough,33,0.894636,0.894636,33,0.537753,0.537753,33,0.563699,0.563699,33,0.829764,0.829764
data\gtsrb\GTSRB\Training\00033\00002_00009.ppm,33,clean,0.650383,0.492877,0.25,passthrough,33,0.960374,0.960374,33,0.990699,0.990699,33,0.843686,0.843686,33,0.877151,0.877151
data\gtsrb\GTSRB\Training\00033\00002_00009.ppm,33,lowlight,0.415297,0.670685,0.240244,passthrough,33,0.178157,0.178157,33,0.783003,0.783003,33,0.262868,0.262868,33,0.103563,0.103563
data\gtsrb\GTSRB\Training\00033\00002_00009.ppm,33,foggy,0.744476,0.27098,0.209146,passthrough,33,0.987967,0.987967,33,0.459939,0.459939,33,0.821112,0.821112,33,0.991501,0.991501
data\gtsrb\GTSRB\Training\00033\00002_00009.ppm,33,lowcontrast,0.652157,0.147783,0.167683,passthrough,33,0.794311,0.794311,11,0.206708,0.027355,33,0.586781,0.586781,33,0.978288,0.978288
data\gtsrb\GTSRB\Training\00033\00002_00009.ppm,33,noisy,0.639617,0.483701,0.302439,passthrough,33,0.909949,0.909949,33,0.954637,0.954637,33,0.46532,0.46532,33,0.763674,0.763674
data\gtsrb\GTSRB\Training\00033\00002_00009.ppm,33,mixed,0.517953,0.344469,0.240244,passthrough,33,0.961597,0.961597,33,0.978781,0.978781,33,0.760207,0.760207,33,0.765736,0.765736
data\gtsrb\GTSRB\Training\00033\00011_00000.ppm,33,clean,0.094551,0.048641,0.0,gamma,33,0.863606,0.863606,33,0.925984,0.925984,33,0.301039,0.301039,19,0.763227,0.022457
data\gtsrb\GTSRB\Training\00033\00011_00000.ppm,33,lowlight,0.000117,0.001327,0.0,gamma,19,0.730234,0.010508,19,0.312373,0.071338,20,0.581736,0.001747,19,0.652923,0.012462
data\gtsrb\GTSRB\Training\00033\00011_00000.ppm,33,foggy,0.439281,0.026758,0.0,clahe,32,0.238368,0.021134,31,0.214462,0.003786,33,0.192446,0.192446,32,0.144667,0.137282
data\gtsrb\GTSRB\Training\00033\00011_00000.ppm,33,lowcontrast,0.097093,0.015038,0.0,gamma,32,0.157716,0.151488,38,0.151612,0.056179,3,0.160646,0.094566,19,0.652923,0.012462
data\gtsrb\GTSRB\Training\00033\00011_00000.ppm,33,noisy,0.102656,0.118192,0.290131,gamma,7,0.10305,0.071922,39,0.103901,0.089706,2,0.20882,0.007271,25,0.314315,0.010779
data\gtsrb\GTSRB\Training\00033\00011_00000.ppm,33,mixed,0.324315,0.091757,0.204518,clahe,40,0.160182,0.00933,25,0.285491,0.001936,20,0.439833,0.007144,40,0.216649,0.029847
data\gtsrb\GTSRB\Training\00033\00001_00016.ppm,33,clean,0.506631,0.602766,0.22439,passthrough,33,0.963145,0.963145,33,0.980534,0.980534,33,0.971391,0.971391,33,0.958743,0.958743
data\gtsrb\GTSRB\Training\00033\00001_00016.ppm,33,lowlight,0.297994,0.701626,0.209146,passthrough,33,0.745636,0.745636,33,0.939516,0.939516,33,0.592684,0.592684,33,0.41965,0.41965
data\gtsrb\GTSRB\Training\00033\00001_00016.ppm,33,foggy,0.66556,0.331283,0.22378,passthrough,33,0.974623,0.974623,33,0.300677,0.300677,33,0.983426,0.983426,33,0.964008,0.964008
data\gtsrb\GTSRB\Training\00033\00001_00016.ppm,33,lowcontrast,0.521387,0.181546,0.218902,passthrough,33,0.773166,0.773166,18,0.213157,0.02754,33,0.968453,0.968453,33,0.97133,0.97133
data\gtsrb\GTSRB\Training\00033\00001_00016.ppm,33,noisy,0.497542,0.588955,0.288415,passthrough,33,0.934196,0.934196,33,0.897517,0.897517,33,0.891099,0.891099,33,0.904531,0.904531
data\gtsrb\GTSRB\Training\00033\00001_00016.ppm,33,mixed,0.644175,0.181402,0.219512,passthrough,33,0.501421,0.501421,18,0.171454,0.016503,33,0.936196,0.936196,33,0.94572,0.94572
data\gtsrb\GTSRB\Training\00033\00015_00004.ppm,33,clean,0.219038,0.15414,0.188095,passthrough,33,0.902293,0.902293,33,0.75834,0.75834,33,0.471364,0.471364,33,0.659999,0.659999
data\gtsrb\GTSRB\Training\00033\00015_00004.ppm,33,lowlight,0.015154,0.05931,0.035714,gamma,33,0.710117,0.710117,33,0.835842,0.835842,40,0.123,0.029564,19,0.509062,0.026976
data\gtsrb\GTSRB\Training\00033\00015_00004.ppm,33,foggy,0.507465,0.084724,0.057143,clahe,33,0.19886,0.19886,12,0.149987,0.010623,33,0.238621,0.238621,33,0.657292,0.657292
data\gtsrb\GTSRB\Training\00033\00015_00004.ppm,33,lowcontrast,0.222698,0.046117,0.036905,clahe,40,0.302414,0.104338,12,0.186672,0.021755,33,0.238593,0.238593,33,0.793295,0.793295
data\gtsrb\GTSRB\Training\00033\00015_00004.ppm,33,noisy,0.217292,0.192731,0.341667,passthrough,40,0.159273,0.129877,40,0.710946,0.021682,40,0.52176,0.017476,33,0.130686,0.130686
data\gtsrb\GTSRB\Training\00033\00015_00004.ppm,33,mixed,0.220756,0.118786,0.32381,passthrough,40,0.517983,0.020296,40,0.483718,0.00824,40,0.355268,0.015228,40,0.225038,0.032839
data\gtsrb\GTSRB\Training\00033\00004_00013.ppm,33,clean,0.548186,0.580317,0.219973,passthrough,33,0.949272,0.949272,33,0.981455,0.981455,33,0.817877,0.817877,33,0.802102,0.802102
data\gtsrb\GTSRB\Training\00033\00004_00013.ppm,33,lowlight,0.316607,0.736117,0.188259,passthrough,33,0.245846,0.245846,33,0.881585,0.881585,12,0.14663,0.133541,13,0.137801,0.030115
data\gtsrb\GTSRB\Training\00033\00004_00013.ppm,33,foggy,0.688325,0.319144,0.216599,passthrough,33,0.920165,0.920165,11,0.126504,0.114446,33,0.288883,0.288883,33,0.978093,0.978093
data\gtsrb\GTSRB\Training\00033\00004_00013.ppm,33,lowcontrast,0.561012,0.174977,0.184211,passthrough,33,0.234007,0.234007,11,0.126589,0.020546,12,0.223804,0.11597,33,0.854104,0.854104
data\gtsrb\GTSRB\Training\00033\00004_00013.ppm,33,noisy,0.540274,0.57259,0.292173,passthrough,33,0.601183,0.601183,33,0.703386,0.703386,40,0.267483,0.09342,33,0.416876,0.416876
data\gtsrb\GTSRB\Training\00033\00004_00013.ppm,33,mixed,0.639972,0.229917,0.192308,passthrough,33,0.558077,0.558077,11,0.149998,0.035522,12,0.231257,0.137374,33,0.942341,0.942341
data\gtsrb\GTSRB\Training\00033\00014_00015.ppm,33,clean,0.152139,0.155787,0.131258,passthrough,33,0.982357,0.982357,33,0.974927,0.974927,33,0.881501,0.881501,33,0.698635,0.698635
data\gtsrb\GTSRB\Training\00033\00014_00015.ppm,33,lowlight,0.006493,0.028415,0.0,gamma,33,0.645924,0.645924,33,0.956982,0.956982,6,0.199589,0.175237,19,0.686497,0.011301
data\gtsrb\GTSRB\Training\00033\00014_00015.ppm,33,foggy,0.470756,0.085525,0.103175,clahe,33,0.164091,0.164091,18,0.146331,0.011294,33,0.517938,0.517938,33,0.768401,0.768401
data\gtsrb\GTSRB\Training\00033\00014_00015.ppm,33,lowcontrast,0.157605,0.046808,0.0,clahe,33,0.565206,0.565206,12,0.165642,0.056879,33,0.573039,0.573039,33,0.921258,0.921258
data\gtsrb\GTSRB\Training\00033\00014_00015.ppm,33,noisy,0.154181,0.187537,0.348596,passthrough,33,0.284963,0.284963,40,0.672036,0.077946,40,0.406622,0.046019,33,0.232819,0.232819
data\gtsrb\GTSRB\Training\00033\00014_00015.ppm,33,mixed,0.04269,0.083664,0.063492,gamma,33,0.302155,0.302155,33,0.26959,0.26959,40,0.276832,0.023022,19,0.232437,0.031504
data\gtsrb\GTSRB\Training\00033\00009_00024.ppm,33,clean,0.280594,0.576513,0.057035,passthrough,33,0.970387,0.970387,33,0.976182,0.976182,33,0.807212,0.807212,33,0.808342,0.808342
data\gtsrb\GTSRB\Training\00033\00009_00024.ppm,33,lowlight,0.134211,0.626288,0.022957,passthrough,19,0.15767,0.110083,33,0.909483,0.909483,33,0.234627,0.234627,19,0.264881,0.066894
data\gtsrb\GTSRB\Training\00033\00009_00024.ppm,33,foggy,0.541415,0.316827,0.024079,stretch,38,0.241204,0.070362,38,0.140344,0.012133,11,0.100339,0.0854,33,0.566437,0.566437
data\gtsrb\GTSRB\Training\00033\00009_00024.ppm,33,lowcontrast,0.284496,0.17367,0.022447,passthrough,13,0.192927,0.100725,38,0.241421,0.013773,33,0.159876,0.159876,33,0.846961,0.846961
data\gtsrb\GTSRB\Training\00033\00009_00024.ppm,33,noisy,0.278301,0.564917,0.314866,passthrough,33,0.150098,0.150098,40,0.279361,0.107548,20,0.119457,0.074812,33,0.115711,0.115711
data\gtsrb\GTSRB\Training\00033\00009_00024.ppm,33,mixed,0.279957,0.331671,0.265483,passthrough,40,0.49093,0.014482,40,0.502865,0.013582,40,0.340749,0.00827,38,0.081301,0.034187
data\gtsrb\GTSRB\Training\00033\00009_00029.ppm,33,clean,0.303662,0.618178,0.071945,passthrough,33,0.909387,0.909387,33,0.943329,0.943329,33,0.766154,0.766154,33,0.474964,0.474964
data\gtsrb\GTSRB\Training\00033\00009_00029.ppm,33,lowlight,0.155901,0.629898,0.041174,passthrough,19,0.128387,0.046517,33,0.730484,0.730484,33,0.153202,0.153202,19,0.153676,0.040133
data\gtsrb\GTSRB\Training\00033\00009_00029.ppm,33,foggy,0.553982,0.339761,0.039058,stretch,38,0.178803,0.065189,38,0.146178,0.015332,33,0.143173,0.143173,33,0.439929,0.439929
data\gtsrb\GTSRB\Training\00033\00009_00029.ppm,33,lowcontrast,0.307537,0.185856,0.033768,passthrough,13,0.211814,0.077755,38,0.221275,0.013948,32,0.265385,0.157547,33,0.602727,0.602727
data\gtsrb\GTSRB\Training\00033\00009_00029.ppm,33,noisy,0.302937,0.608812,0.300476,passthrough,40,0.165236,0.051687,40,0.471361,0.023145,40,0.321225,0.017228,2,0.072606,0.064717
data\gtsrb\GTSRB\Training\00033\00009_00029.ppm,33,mixed,0.203612,0.632835,0.072562,passthrough,7,0.13525,0.029467,7,0.141263,0.023512,40,0.208621,0.012202,19,0.12896,0.036753
data\gtsrb\GTSRB\Training\00033\00015_00003.ppm,33,clean,0.219572,0.151006,0.15553,passthrough,33,0.865733,0.865733,33,0.672431,0.672431,33,0.562442,0.562442,33,0.634882,0.634882
data\gtsrb\GTSRB\Training\00033\00015_00003.ppm,33,lowlight,0.01485,0.055941,0.043779,gamma,33,0.633389,0.633389,33,0.746001,0.746001,12,0.089163,0.08218,19,0.603534,0.019188
data\gtsrb\GTSRB\Training\00033\00015_00003.ppm,33,foggy,0.507712,0.083001,0.048387,clahe,33,0.179474,0.179474,18,0.160947,0.009742,33,0.223825,0.223825,33,0.616576,0.616576
data\gtsrb\GTSRB\Training\00033\00015_00003.ppm,33,lowcontrast,0.222463,0.045336,0.044931,clahe,40,0.348847,0.104706,12,0.174057,0.020763,33,0.218089,0.218089,33,0.680889,0.680889
data\gtsrb\GTSRB\Training\00033\00015_00003.ppm,33,noisy,0.219974,0.19557,0.330645,passthrough,33,0.221591,0.221591,40,0.657207,0.041936,40,0.420615,0.024315,33,0.197806,0.197806
data\gtsrb\GTSRB\Training\00033\00015_00003.ppm,33,mixed,0.043151,0.052284,0.046083,gamma,33,0.797428,0.797428,33,0.782536,0.782536,33,0.116535,0.116535,19,0.684508,0.016002
data\gtsrb\GTSRB\Training\00033\00000_00029.ppm,33,clean,0.268226,0.480601,0.123463,passthrough,33,0.90349,0.90349,33,0.817289,0.817289,33,0.734596,0.734596,33,0.599035,0.599035
data\gtsrb\GTSRB\Training\00033\00000_00029.ppm,33,lowlight,0.092479,0.446958,0.047204,gamma,19,0.393564,0.031433,33,0.765332,0.765332,23,0.199016,0.152148,19,0.505489,0.018991
data\gtsrb\GTSRB\Training\00033\00000_00029.ppm,33,foggy,0.534472,0.263952,0.068867,stretch,38,0.223316,0.02567,11,0.121392,0.006678,33,0.17994,0.17994,33,0.231604,0.231604
data\gtsrb\GTSRB\Training\00033\00000_00029.ppm,33,lowcontrast,0.270161,0.144108,0.021224,passthrough,40,0.12926,0.092103,38,0.189422,0.008003,33,0.169443,0.169443,33,0.566535,0.566535
data\gtsrb\GTSRB\Training\00033\00000_00029.ppm,33,noisy,0.268349,0.485146,0.335041,passthrough,24,0.08574,0.064634,40,0.331422,0.053611,40,0.20787,0.025822,36,0.061332,0.055445
data\gtsrb\GTSRB\Training\00033\00000_00029.ppm,33,mixed,0.125903,0.202905,0.016467,passthrough,13,0.116955,0.062388,13,0.14386,0.030412,33,0.149715,0.149715,19,0.656456,0.013362
data\gtsrb\GTSRB\Training\00033\00002_00026.ppm,33,clean,0.397509,0.484798,0.154884,passthrough,33,0.8153,0.8153,33,0.921575,0.921575,33,0.70235,0.70235,33,0.755046,0.755046
data\gtsrb\GTSRB\Training\00033\00002_00026.ppm,33,lowlight,0.156531,0.511716,0.12297,passthrough,33,0.44208,0.44208,33,0.669808,0.669808,33,0.440255,0.440255,33,0.389381,0.389381
data\gtsrb\GTSRB\Training\00033\00002_00026.ppm,33,foggy,0.605512,0.266244,0.14173,passthrough,33,0.914421,0.914421,33,0.27435,0.27435,33,0.683188,0.683188,33,0.928731,0.928731
data\gtsrb\GTSRB\Training\00033\00002_00026.ppm,33,lowcontrast,0.409664,0.145924,0.121597,passthrough,33,0.742382,0.742382,38,0.240164,0.075806,33,0.290285,0.290285,33,0.884357,0.884357
data\gtsrb\GTSRB\Training\00033\00002_00026.ppm,33,noisy,0.393608,0.488107,0.313315,passthrough,33,0.756881,0.756881,33,0.848404,0.848404,33,0.58595,0.58595,33,0.654866,0.654866
data\gtsrb\GTSRB\Training\00033\00002_00026.ppm,33,mixed,0.5357,0.178438,0.12663,passthrough,33,0.803022,0.803022,38,0.157727,0.068829,33,0.31444,0.31444,33,0.910312,0.910312
data\gtsrb\GTSRB\Training\00033\00008_00016.ppm,33,clean,0.344903,0.640616,0.126465,passthrough,33,0.95605,0.95605,33,0.956848,0.956848,33,0.734605,0.734605,33,0.751949,0.751949
data\gtsrb\GTSRB\Training\00033\00008_00016.ppm,33,lowlight,0.191051,0.731828,0.046387,passthrough,19,0.337879,0.086043,33,0.851959,0.851959,32,0.175491,0.16812,19,0.456892,0.027863
data\gtsrb\GTSRB\Training\00033\00008_00016.ppm,33,foggy,0.576689,0.352342,0.044189,stretch,38,0.247467,0.082665,38,0.252793,0.015704,33,0.165333,0.165333,33,0.595897,0.595897
data\gtsrb\GTSRB\Training\00033\00008_00016.ppm,33,lowcontrast,0.347072,0.193217,0.035645,passthrough,32,0.267707,0.060613,38,0.288397,0.010028,33,0.184073,0.184073,33,0.695818,0.695818
data\gtsrb\GTSRB\Training\00033\00008_00016.ppm,33,noisy,0.340569,0.624181,0.304443,passthrough,33,0.283402,0.283402,33,0.312928,0.312928,40,0.488492,0.019631,33,0.210039,0.210039
data\gtsrb\GTSRB\Training\00033\00008_00016.ppm,33,mixed,0.522692,0.190374,0.035156,stretch,38,0.322716,0.01573,38,0.138088,0.006812,33,0.137551,0.137551,38,0.290396,0.042233
data\gtsrb\GTSRB\Training\00033\00009_00010.ppm,33,clean,0.276049,0.532003,0.078834,passthrough,33,0.909839,0.909839,33,0.913782,0.913782,33,0.808418,0.808418,33,0.752557,0.752557
data\gtsrb\GTSRB\Training\00033\00009_00010.ppm,33,lowlight,0.114622,0.561792,0.036591,gamma,19,0.47403,0.081416,33,0.862894,0.862894,33,0.236882,0.236882,19,0.604223,0.0187
data\gtsrb\GTSRB\Training\00033\00009_00010.ppm,33,foggy,0.538869,0.292362,0.041946,stretch,38,0.237259,0.055215,38,0.194267,0.015207,12,0.231185,0.115017,33,0.364494,0.364494
data\gtsrb\GTSRB\Training\00033\00009_00010.ppm,33,lowcontrast,0.278927,0.160507,0.040458,passthrough,32,0.178388,0.085344,38,0.277237,0.015611,33,0.195721,0.195721,33,0.767369,0.767369
data\gtsrb\GTSRB\Training\00033\00009_00010.ppm,33,noisy,0.274748,0.526118,0.316228,passthrough,40,0.206292,0.094409,40,0.392865,0.130567,40,0.412463,0.019236,38,0.093917,0.063939
data\gtsrb\GTSRB\Training\00033\00009_00010.ppm,33,mixed,0.46193,0.203187,0.040309,stretch,38,0.220941,0.031452,38,0.182192,0.009352,12,0.236769,0.074691,33,0.209146,0.209146
data\gtsrb\GTSRB\Training\00033\00002_00016.ppm,33,clean,0.354393,0.491007,0.183594,passthrough,33,0.94888,0.94888,33,0.988889,0.988889,33,0.931334,0.931334,33,0.906034,0.906034
data\gtsrb\GTSRB\Training\00033\00002_00016.ppm,33,lowlight,0.136831,0.48582,0.163628,passthrough,33,0.315201,0.315201,33,0.814311,0.814311,33,0.28702,0.28702,33,0.169521,0.169521
data\gtsrb\GTSRB\Training\00033\00002_00016.ppm,33,foggy,0.581888,0.269537,0.172309,passthrough,33,0.986933,0.986933,33,0.794111,0.794111,33,0.937228,0.937228,33,0.990572,0.990572
data\gtsrb\GTSRB\Training\00033\00002_00016.ppm,33,lowcontrast,0.370811,0.147376,0.168837,passthrough,33,0.975853,0.975853,33,0.369436,0.369436,33,0.843944,0.843944,33,0.974805,0.974805
data\gtsrb\GTSRB\Training\00033\00002_00016.ppm,33,noisy,0.350228,0.493725,0.331163,passthrough,33,0.874663,0.874663,33,0.935839,0.935839,33,0.602621,0.602621,33,0.826454,0.826454
data\gtsrb\GTSRB\Training\00033\00002_00016.ppm,33,mixed,0.22188,0.248556,0.167101,passthrough,33,0.888352,0.888352,33,0.979566,0.979566,33,0.84166,0.84166,33,0.506795,0.506795
data\gtsrb\GTSRB\Training\00033\00010_00006.ppm,33,clean,0.346437,0.155282,0.252874,passthrough,33,0.952431,0.952431,33,0.816717,0.816717,12,0.235993,0.108299,33,0.796865,0.796865
data\gtsrb\GTSRB\Training\00033\00010_00006.ppm,33,lowlight,0.0486,0.065998,0.043678,gamma,33,0.593369,0.593369,33,0.897149,0.897149,6,0.230567,0.044678,19,0.687628,0.015866
data\gtsrb\GTSRB\Training\00033\00010_00006.ppm,33,foggy,0.577426,0.085182,0.170115,clahe,32,0.190835,0.144208,32,0.150999,0.012363,12,0.242706,0.104763,33,0.615425,0.615425
data\gtsrb\GTSRB\Training\00033\00010_00006.ppm,33,lowcontrast,0.347162,0.046571,0.0,clahe,32,0.273881,0.172423,32,0.330643,0.007141,6,0.220142,0.046367,33,0.731496,0.731496
data\gtsrb\GTSRB\Training\00033\00010_00006.ppm,33,noisy,0.34513,0.206736,0.387356,passthrough,33,0.365012,0.365012,36,0.207773,0.143418,40,0.408983,0.029119,33,0.281838,0.281838
data\gtsrb\GTSRB\Training\00033\00010_00006.ppm,33,mixed,0.080676,0.047631,0.024138,gamma,33,0.460738,0.460738,33,0.702449,0.702449,6,0.134846,0.053754,19,0.761255,0.009976
data\gtsrb\GTSRB\Training\00033\00008_00013.ppm,33,clean,0.298881,0.531309,0.121944,passthrough,33,0.940102,0.940102,33,0.908172,0.908172,33,0.740463,0.740463,33,0.536209,0.536209
data\gtsrb\GTSRB\Training\00033\00008_00013.ppm,33,lowlight,0.123668,0.589099,0.041389,passthrough,19,0.249688,0.108259,33,0.837701,0.837701,33,0.232039,0.232039,19,0.459635,0.02718
data\gtsrb\GTSRB\Training\00033\00008_00013.ppm,33,foggy,0.551422,0.292163,0.05,stretch,38,0.340154,0.045763,38,0.164834,0.012902,38,0.161703,0.110062,33,0.36874,0.36874
data\gtsrb\GTSRB\Training\00033\00008_00013.ppm,33,lowcontrast,0.299988,0.159232,0.0375,passthrough,32,0.286401,0.066602,38,0.278081,0.010925,33,0.105383,0.105383,33,0.671383,0.671383
data\gtsrb\GTSRB\Training\00033\00008_00013.ppm,33,noisy,0.29567,0.52586,0.321944,passthrough,33,0.180829,0.180829,33,0.242573,0.242573,40,0.420388,0.023265,38,0.084158,0.079641
data\gtsrb\GTSRB\Training\00033\00008_00013.ppm,33,mixed,0.172888,0.567834,0.111111,passthrough,36,0.147218,0.047998,40,0.193986,0.063147,40,0.155188,0.025305,19,0.364232,0.021213
data\gtsrb\GTSRB\Training\00033\00008_00006.ppm,33,clean,0.237501,0.293041,0.158431,passthrough,33,0.966453,0.966453,33,0.942596,0.942596,33,0.824014,0.824014,33,0.5887,0.5887
data\gtsrb\GTSRB\Training\00033\00008_00006.ppm,33,lowlight,0.035285,0.226585,0.036078,gamma,23,0.16842,0.125031,33,0.842252,0.842252,33,0.210021,0.210021,19,0.533091,0.015923
data\gtsrb\GTSRB\Training\00033\00008_00006.ppm,33,foggy,0.517656,0.160781,0.112549,passthrough,38,0.245822,0.054354,38,0.144166,0.008915,12,0.14767,0.068245,33,0.54755,0.54755
data\gtsrb\GTSRB\Training\00033\00008_00006.ppm,33,lowcontrast,0.23966,0.08779,0.025098,clahe,13,0.152235,0.142335,38,0.234952,0.01045,33,0.174079,0.174079,33,0.917863,0.917863
data\gtsrb\GTSRB\Training\00033\00008_00006.ppm,33,noisy,0.24004,0.31439,0.338039,passthrough,33,0.205092,0.205092,40,0.316935,0.153971,40,0.528434,0.017157,33,0.106452,0.106452
data\gtsrb\GTSRB\Training\00033\00008_00006.ppm,33,mixed,0.085419,0.253651,0.146667,gamma,23,0.100484,0.024543,40,0.115602,0.067207,40,0.231885,0.006599,19,0.283248,0.011949
data\gtsrb\GTSRB\Training\00033\00001_00007.ppm,33,clean,0.54327,0.635888,0.295884,passthrough,33,0.910212,0.910212,33,0.911302,0.911302,33,0.839106,0.839106,33,0.829146,0.829146
data\gtsrb\GTSRB\Training\00033\00001_00007.ppm,33,lowlight,0.344383,0.746249,0.265851,passthrough,33,0.627779,0.627779,33,0.860497,0.860497,33,0.450543,0.450543,33,0.432082,0.432082
data\gtsrb\GTSRB\Training\00033\00001_00007.ppm,33,foggy,0.685712,0.349561,0.273637,passthrough,33,0.9197,0.9197,35,0.220443,0.067453,33,0.876806,0.876806,33,0.815125,0.815125
data\gtsrb\GTSRB\Training\00033\00001_00007.ppm,33,lowcontrast,0.553674,0.190313,0.272525,passthrough,33,0.47252,0.47252,13,0.115942,0.011688,33,0.817514,0.817514,33,0.895821,0.895821
data\gtsrb\GTSRB\Training\00033\00001_00007.ppm,33,noisy,0.53028,0.620933,0.320356,passthrough,33,0.839358,0.839358,33,0.71591,0.71591,33,0.685114,0.685114,33,0.757393,0.757393
data\gtsrb\GTSRB\Training\00033\00001_00007.ppm,33,mixed,0.412995,0.302606,0.271413,passthrough,33,0.921489,0.921489,33,0.859001,0.859001,33,0.925207,0.925207,33,0.86423,0.86423
data\gtsrb\GTSRB\Training\00033\00002_00028.ppm,33,clean,0.389895,0.499731,0.125,passthrough,33,0.89907,0.89907,33,0.981803,0.981803,33,0.863882,0.863882,33,0.853593,0.853593
data\gtsrb\GTSRB\Training\00033\00002_00028.ppm,33,lowlight,0.157683,0.536973,0.090301,passthrough,33,0.349644,0.349644,33,0.707824,0.707824,33,0.395261,0.395261,33,0.262965,0.262965
