crop_id,img_id,split,true,left,top,right,bottom,cw,ch,b,c,e,pred_passthrough,prob_passthrough,pred_gamma,prob_gamma,pred_clahe,prob_clahe,pred_stretch,prob_stretch
00385_615,385,calib,8,267,531,307,571,50,50,0.12723,0.17336,0.1404,8,0.815887,8,0.516436,8,0.341225,23,0.253027
00386_616,386,calib,10,555,561,580,586,35,35,0.18513,0.196014,0.177143,10,0.944633,10,0.854242,2,0.169553,10,0.737972
00386_617,386,calib,10,977,550,1000,573,33,33,0.174324,0.250566,0.164371,10,0.833348,10,0.458834,16,0.180453,10,0.70584
00387_618,387,calib,30,411,499,477,563,80,76,0.274274,0.380494,0.11875,30,0.816794,30,0.42804,30,0.3376,30,0.509702
00387_619,387,calib,30,1185,484,1251,547,80,75,0.099235,0.084411,0.092,30,0.629715,30,0.229648,30,0.13028,23,0.137273
00388_620,388,calib,13,1274,497,1346,561,86,76,0.050985,0.047349,0.0,13,0.903058,13,0.970376,13,0.715809,19,0.652923
00390_621,390,calib,8,455,502,503,550,58,58,0.342612,0.487352,0.164685,8,0.640951,7,0.367976,8,0.217004,7,0.26747
00390_622,390,calib,8,1219,494,1265,541,56,57,0.072742,0.076024,0.0,8,0.930577,8,0.830675,8,0.409733,19,0.639274
00391_623,391,calib,6,1260,502,1304,551,54,59,0.061216,0.054111,0.0,6,0.935403,6,0.34049,6,0.859761,19,0.652923
00391_624,391,calib,6,198,508,247,558,59,60,0.273363,0.564827,0.102825,6,0.786602,6,0.416526,6,0.645023,3,0.210251
00392_625,392,calib,7,358,443,423,512,77,83,0.144546,0.218003,0.108903,7,0.774207,7,0.600351,7,0.37943,19,0.49779
00393_626,393,calib,23,278,484,373,571,115,105,0.220414,0.429887,0.074534,23,0.795341,23,0.771389,23,0.720491,19,0.22475
00395_627,395,calib,6,201,519,241,561,50,52,0.076107,0.063446,0.0,6,0.9896,6,0.710738,6,0.807725,19,0.698661
00395_628,395,calib,6,903,519,938,555,45,46,0.063817,0.05941,0.0,6,0.975644,6,0.321549,6,0.734885,19,0.652923
00396_629,396,calib,7,192,484,238,531,56,57,0.124242,0.173222,0.092105,7,0.866131,7,0.493492,7,0.352085,19,0.517037
00396_630,396,calib,7,998,468,1046,516,58,58,0.06889,0.045648,0.0,7,0.931192,7,0.845434,7,0.576563,19,0.681209
00397_631,397,calib,10,949,559,983,593,44,44,0.037407,0.030356,0.0,10,0.522913,10,0.502982,10,0.091473,19,0.652923
00397_632,397,calib,4,947,524,982,559,45,45,0.040525,0.029354,0.0,4,0.862211,4,0.89128,4,0.792125,19,0.652923
00398_633,398,calib,26,769,517,796,540,37,33,0.088764,0.054251,0.0,26,0.780603,24,0.224314,24,0.183976,19,0.829317
00398_634,398,calib,4,771,538,795,560,34,32,0.094525,0.067801,0.0,4,0.8957,4,0.812883,4,0.221615,19,0.45446
00398_635,398,calib,10,772,558,796,582,34,34,0.082163,0.062009,0.0,10,0.959487,10,0.570736,2,0.135149,19,0.741158
00400_636,400,calib,26,1236,480,1290,528,64,58,0.058484,0.045573,0.0,26,0.838428,26,0.439158,26,0.226404,19,0.677464
00401_637,401,calib,4,420,496,461,537,51,51,0.090369,0.076757,0.081892,4,0.902092,4,0.783541,4,0.605406,4,0.257789
00401_638,401,calib,4,1122,497,1163,538,51,51,0.089551,0.083461,0.075356,4,0.952414,4,0.934045,4,0.701509,19,0.280062
00402_639,402,calib,42,1094,500,1132,538,48,48,0.069632,0.061622,0.0,6,0.349994,41,0.346256,42,0.350575,19,0.725706
00403_640,403,calib,42,568,563,591,587,33,34,0.11979,0.144689,0.117647,42,0.967633,42,0.196418,42,0.761064,42,0.642518
00403_641,403,calib,42,940,558,966,584,36,36,0.111641,0.139696,0.132716,42,0.578358,41,0.267037,42,0.690212,9,0.369986
00403_642,403,calib,4,568,540,592,564,34,34,0.121016,0.152803,0.092561,4,0.966067,4,0.93136,4,0.224298,4,0.875412
00403_643,403,calib,4,939,532,965,559,36,37,0.109454,0.142154,0.102102,4,0.933005,4,0.939304,4,0.249732,4,0.700354
00404_644,404,calib,4,335,415,396,476,73,73,0.448531,0.70762,0.043348,4,0.782624,4,0.708535,4,0.608876,32,0.188191
00404_645,404,calib,4,1255,415,1312,472,69,69,0.102982,0.14078,0.120353,4,0.773633,4,0.679995,4,0.436269,19,0.41822
00405_646,405,calib,4,1255,470,1309,525,64,67,0.05179,0.0584,0.0,4,0.915341,4,0.920005,4,0.796156,19,0.652923
00405_647,405,calib,4,355,444,411,499,68,67,0.280651,0.471681,0.076822,4,0.8888,4,0.784789,4,0.641914,19,0.258924
00405_648,405,calib,12,1249,397,1317,470,82,87,0.057416,0.061119,0.0,12,0.991919,12,0.989303,12,0.932268,19,0.668235
00406_649,406,calib,18,520,554,551,581,41,37,0.087164,0.073526,0.063283,18,0.875435,18,0.751481,18,0.732941,19,0.736969
00406_650,406,calib,18,852,544,879,570,37,36,0.367397,0.39146,0.081832,18,0.954831,18,0.93653,18,0.373979,18,0.403744
00406_651,406,calib,30,1046,503,1097,551,61,58,0.066723,0.056798,0.024025,30,0.484794,30,0.524181,30,0.215506,19,0.840753
00406_652,406,calib,30,284,514,333,559,59,55,0.138969,0.161302,0.180894,30,0.323055,20,0.330332,20,0.162064,19,0.152006
00408_653,408,calib,18,128,463,212,539,100,92,0.139081,0.17761,0.172717,18,0.939168,18,0.937171,18,0.738029,23,0.20968
00408_654,408,calib,18,1132,479,1210,549,94,84,0.246352,0.383979,0.071555,18,0.913662,18,0.91559,18,0.779836,12,0.092425
00410_655,410,calib,38,367,615,423,671,68,68,0.199896,0.228408,0.11981,38,0.915595,38,0.917366,38,0.745528,38,0.484703
00411_656,411,calib,38,185,602,238,662,63,72,0.137502,0.150156,0.123457,38,0.906867,38,0.911937,38,0.632682,38,0.649129
00411_657,411,calib,17,110,557,139,588,39,41,0.103511,0.140389,0.155097,17,0.968937,17,0.948534,17,0.703542,17,0.230484
00411_658,411,calib,17,496,552,529,587,43,45,0.154982,0.240153,0.175711,17,0.899512,17,0.91559,17,0.642675,17,0.579711
00412_659,412,calib,7,1002,499,1047,545,55,56,0.07987,0.085016,0.067532,7,0.907308,7,0.876321,7,0.742683,7,0.538924
00413_660,413,calib,3,1038,480,1084,529,56,59,0.107697,0.095302,0.123487,3,0.942022,3,0.822851,3,0.462802,19,0.167362
00414_661,414,calib,3,1032,421,1078,468,56,57,0.48763,0.825918,0.064223,3,0.984019,3,0.895001,3,0.909175,3,0.583387
00415_662,415,calib,9,827,549,849,571,32,32,0.152673,0.210613,0.167969,9,0.88827,9,0.771745,33,0.093723,23,0.362595
00416_663,416,calib,3,813,505,851,543,48,48,0.547435,0.801378,0.182292,3,0.961421,3,0.797385,3,0.84008,3,0.855002
00417_664,417,calib,18,29,448,129,539,120,109,0.139369,0.23591,0.099618,18,0.237004,18,0.559654,18,0.329795,13,0.195042
00418_665,418,calib,22,455,537,488,566,43,39,0.310363,0.560489,0.236732,22,0.978752,22,0.92457,22,0.97158,22,0.967083
00418_666,418,calib,8,460,563,482,585,32,32,0.318486,0.563875,0.236328,8,0.8658,8,0.781276,8,0.124855,8,0.744756
00419_667,419,calib,7,979,489,1025,537,56,58,0.119683,0.152297,0.190579,7,0.907036,7,0.906171,7,0.552267,7,0.786109
00420_668,420,calib,3,828,542,851,565,33,33,0.208754,0.214203,0.257117,3,0.730407,3,0.468415,5,0.268508,3,0.549551
00420_669,420,calib,3,361,548,383,570,32,32,0.153853,0.19865,0.165039,3,0.633512,3,0.366052,5,0.20885,3,0.445674
00421_670,421,calib,13,946,554,976,581,40,37,0.120938,0.131935,0.137838,13,0.9337,13,0.897408,18,0.110164,13,0.359983
00422_671,422,calib,23,599,567,624,591,35,34,0.113119,0.16803,0.104202,23,0.611033,23,0.658221,23,0.704155,19,0.36939
00423_672,423,calib,25,365,469,451,547,104,94,0.396389,0.469687,0.179726,25,0.745985,25,0.932303,25,0.611304,25,0.568478
00423_673,423,calib,25,1151,445,1245,533,112,106,0.578665,0.791245,0.097709,25,0.871463,25,0.918601,25,0.699913,25,0.400858
00425_674,425,calib,5,302,503,342,543,50,50,0.32712,0.399214,0.1696,5,0.943752,5,0.848582,5,0.701721,5,0.712025
00425_675,425,calib,5,900,500,941,541,51,51,0.453661,0.624409,0.164552,5,0.657003,5,0.538014,5,0.431725,3,0.28966
00425_676,425,calib,10,302,543,342,583,50,50,0.269581,0.288786,0.1416,10,0.912693,10,0.774699,7,0.282165,10,0.420462
00425_677,425,calib,10,903,541,944,582,51,51,0.35703,0.504216,0.1411,10,0.874213,10,0.722341,7,0.179494,10,0.279146
00426_678,426,calib,25,1077,391,1197,502,144,133,0.642696,0.829077,0.05754,25,0.529038,25,0.643062,25,0.187652,25,0.111786
00427_679,427,calib,5,294,383,388,479,112,116,0.429769,0.625667,0.081974,5,0.73619,5,0.709661,5,0.285914,3,0.184318
00428_680,428,calib,7,325,548,353,576,38,38,0.371004,0.537266,0.159972,7,0.871626,7,0.877099,7,0.670723,7,0.774593
00428_681,428,calib,7,937,543,966,572,39,39,0.116943,0.097009,0.08021,7,0.976009,7,0.92685,7,0.321189,7,0.83951
00430_682,430,calib,13,929,414,1008,488,95,88,0.332879,0.600646,0.180024,13,0.67497,13,0.59427,13,0.372135,13,0.228493
00431_683,431,calib,8,275,527,314,564,49,47,0.255604,0.378721,0.179766,8,0.911702,8,0.904312,8,0.32495,8,0.799544
00431_684,431,calib,8,1141,496,1179,536,48,50,0.410454,0.556722,0.20375,8,0.936671,8,0.788635,8,0.559467,8,0.844421
00432_685,432,calib,8,237,560,263,586,36,36,0.21473,0.220882,0.25,8,0.809776,8,0.426985,8,0.239002,8,0.451265
00432_686,432,calib,8,942,512,970,540,38,38,0.163929,0.336805,0.146122,8,0.862431,8,0.589659,8,0.32041,8,0.345668
00433_687,433,calib,25,510,529,566,583,68,64,0.259727,0.437292,0.143153,25,0.817508,25,0.927974,25,0.744393,25,0.724576
00434_688,434,calib,5,167,194,257,286,108,110,0.673388,0.610911,0.122054,5,0.794014,5,0.78803,5,0.81284,5,0.715544
00435_689,435,calib,9,834,535,862,564,38,39,0.208439,0.347545,0.192308,9,0.845973,9,0.914497,23,0.222331,9,0.780543
00436_690,436,calib,5,794,531,816,553,32,32,0.446044,0.579125,0.214844,5,0.649609,5,0.46145,5,0.274004,5,0.415539
00438_691,438,calib,41,533,559,554,580,31,31,0.367562,0.642001,0.119667,32,0.372727,32,0.273686,41,0.450259,32,0.18002
00438_692,438,calib,41,841,556,862,577,31,31,0.203154,0.233166,0.173777,41,0.765231,41,0.795576,41,0.226252,41,0.278278
00439_693,439,calib,8,1194,504,1251,564,69,72,0.338225,0.574232,0.169686,8,0.722794,8,0.723236,8,0.379923,8,0.727466
00440_694,440,calib,23,1243,492,1324,562,97,84,0.13129,0.232071,0.118311,23,0.831007,23,0.885129,23,0.532388,23,0.393688
00441_695,441,calib,8,1063,531,1112,580,59,59,0.156833,0.209046,0.153404,8,0.84305,8,0.733126,8,0.366044,8,0.794175
00443_696,443,calib,18,817,550,847,578,40,38,0.110052,0.0649,0.086184,18,0.74699,18,0.581049,18,0.369968,19,0.549263
00443_697,443,calib,8,823,579,843,598,30,29,0.133973,0.126819,0.126437,8,0.869051,8,0.344618,8,0.279364,19,0.584871
00443_698,443,calib,18,470,551,502,578,42,37,0.452038,0.409307,0.153153,18,0.928044,18,0.939845,18,0.477489,18,0.709503
00443_699,443,calib,8,477,578,497,596,30,28,0.189958,0.219029,0.12619,8,0.785869,8,0.360763,8,0.157522,7,0.347558
00444_700,444,calib,20,379,528,427,573,58,55,0.430769,0.405089,0.117241,20,0.951205,20,0.927887,20,0.58002,20,0.643113
00444_701,444,calib,20,964,531,1009,573,55,52,0.285464,0.270552,0.210839,20,0.847867,20,0.730256,20,0.172138,20,0.443903
00444_702,444,calib,7,389,569,419,600,40,41,0.220172,0.289384,0.159146,7,0.740533,7,0.905058,7,0.567371,7,0.822518
00444_703,444,calib,7,972,572,1001,601,39,39,0.143791,0.082202,0.128205,7,0.953674,7,0.79194,7,0.272435,7,0.932558
00445_704,445,calib,5,1021,498,1066,544,55,56,0.213074,0.236695,0.193182,5,0.74832,5,0.629135,5,0.611982,5,0.708549
00445_705,445,calib,5,213,519,254,561,51,52,0.442555,0.265215,0.152715,5,0.627794,5,0.382407,5,0.593238,5,0.613981
00446_706,446,calib,17,401,507,441,544,50,47,0.374562,0.495003,0.105532,17,0.933301,17,0.83291,17,0.838244,17,0.920941
00446_707,446,calib,17,767,497,803,530,46,43,0.456912,0.432625,0.142568,17,0.96192,17,0.94041,17,0.876306,17,0.965753
00446_708,446,calib,38,774,568,807,601,43,43,0.526052,0.289234,0.238507,38,0.863911,38,0.786334,38,0.509569,38,0.908132
00447_709,447,calib,13,1182,418,1268,495,104,93,0.114014,0.183264,0.019955,13,0.906717,13,0.866148,13,0.518261,13,0.408259
00448_710,448,calib,38,581,598,602,620,31,32,0.278135,0.463932,0.254032,38,0.948536,38,0.961466,38,0.514264,38,0.649832
00449_711,449,calib,13,212,468,254,507,52,49,0.266574,0.230386,0.198195,13,0.735119,13,0.852966,2,0.132822,13,0.435508
00449_712,449,calib,13,812,448,853,486,51,48,0.21977,0.192141,0.223856,13,0.760157,13,0.7831,13,0.133587,13,0.642192
00450_713,450,calib,11,1104,359,1181,429,93,84,0.155913,0.468908,0.038786,11,0.250269,25,0.157288,11,0.320517,19,0.225071
00451_714,451,calib,11,790,558,819,585,39,37,0.223692,0.228604,0.265419,11,0.851207,11,0.873775,11,0.64437,11,0.731229
00452_715,452,calib,25,876,543,914,578,48,45,0.112159,0.052427,0.0,25,0.946186,25,0.863913,25,0.43279,19,0.572662
00453_716,453,calib,28,1215,332,1302,407,105,91,0.075808,0.056319,0.0,28,0.700507,24,0.482708,28,0.139089,19,0.854307
00453_717,453,calib,11,895,497,922,524,37,37,0.099529,0.047911,0.0,11,0.759357,11,0.346805,11,0.572581,19,0.818459
00453_718,453,calib,28,224,407,279,457,67,60,0.0623,0.043466,0.0,26,0.156674,20,0.317878,24,0.236985,19,0.652923
00455_719,455,calib,11,1094,362,1184,442,108,96,0.203501,0.332769,0.124614,11,0.362271,11,0.611669,11,0.42715,11,0.109741
00456_720,456,calib,3,421,414,476,470,67,68,0.157399,0.141894,0.18547,3,0.960611,3,0.714942,3,0.679038,3,0.787935
00457_721,457,calib,2,1243,418,1301,475,70,69,0.314644,0.356933,0.139545,2,0.789914,2,0.791371,2,0.51619,2,0.692643
00457_722,457,calib,2,517,466,554,504,47,48,0.115825,0.116713,0.199025,2,0.755949,2,0.835884,2,0.681463,5,0.39821
00458_723,458,calib,12,989,493,1018,525,39,42,0.55036,0.624624,0.224664,12,0.893546,12,0.941105,12,0.776119,12,0.833995
00459_724,459,calib,25,877,515,912,548,45,43,0.254651,0.160115,0.22584,25,0.891356,25,0.938098,25,0.561585,25,0.743548
00459_725,459,calib,1,884,548,909,573,35,35,0.266292,0.179826,0.260408,1,0.958586,1,0.977589,1,0.617245,1,0.802718
00460_726,460,calib,12,829,456,859,484,40,38,0.218442,0.274971,0.159868,12,0.949604,12,0.961559,12,0.49578,12,0.838223
00460_727,460,calib,33,831,481,862,512,41,41,0.188338,0.239422,0.185604,33,0.864842,33,0.949907,33,0.499811,33,0.206946
00461_728,461,calib,12,1231,264,1302,331,85,81,0.391569,0.359914,0.138707,12,0.979336,12,0.988949,12,0.97531,12,0.942558
00463_729,463,calib,38,555,628,585,659,40,41,0.436349,0.472815,0.266463,38,0.939132,38,0.94343,38,0.961182,38,0.941457
00465_730,465,calib,13,1241,315,1331,395,108,96,0.452025,0.480209,0.236786,13,0.761191,13,0.89758,13,0.33823,13,0.492851
00466_731,466,calib,13,1215,399,1267,443,62,54,0.456135,0.518389,0.181004,13,0.965943,13,0.986897,13,0.843514,13,0.92684
00466_732,466,calib,13,514,468,548,497,44,39,0.65005,0.354166,0.241841,13,0.947301,13,0.941327,13,0.689785,13,0.85807
00466_733,466,calib,35,1226,440,1263,475,47,45,0.370254,0.378153,0.209456,35,0.947904,35,0.96709,35,0.918068,35,0.957454
00466_734,466,calib,34,519,494,543,518,34,34,0.525809,0.368795,0.321799,34,0.962266,34,0.816447,34,0.959478,34,0.965969
00467_735,467,calib,3,1132,501,1168,537,46,46,0.120753,0.100682,0.19896,3,0.638735,2,0.446051,3,0.21273,5,0.331378
00468_736,468,calib,3,1128,506,1165,544,47,48,0.128219,0.13197,0.174645,3,0.955719,3,0.931167,3,0.528135,3,0.7444
00470_737,470,calib,1,823,489,847,513,34,34,0.685633,0.58364,0.265571,1,0.627535,1,0.649872,1,0.526837,1,0.459502
00470_738,470,calib,13,904,514,938,549,44,45,0.20631,0.28995,0.134848,13,0.796563,13,0.908873,13,0.3749,13,0.630981
00470_739,470,calib,12,1135,218,1248,331,135,135,0.518515,0.659078,0.114019,12,0.919894,12,0.993497,12,0.951857,12,0.815721
00471_740,471,calib,12,789,491,817,520,38,39,0.489963,0.668778,0.12753,12,0.375172,12,0.508607,12,0.280461,12,0.169943
00472_741,472,calib,12,880,500,925,544,55,54,0.524208,0.613506,0.178788,12,0.99295,12,0.998055,12,0.924469,12,0.972389
00473_742,473,calib,10,507,532,540,565,43,43,0.411203,0.587191,0.208221,10,0.58641,10,0.737715,10,0.416748,10,0.58612
00473_743,473,calib,10,1152,506,1184,538,42,42,0.305284,0.410358,0.243197,10,0.798751,10,0.8955,10,0.300299,10,0.579379
00474_744,474,calib,7,1242,549,1274,581,42,42,0.160967,0.151499,0.194444,7,0.897216,7,0.904374,7,0.601004,7,0.835716
00474_745,474,calib,7,514,569,545,600,41,41,0.264114,0.353618,0.224866,7,0.596722,7,0.712935,2,0.192473,7,0.450516
00475_746,475,calib,7,1233,468,1310,543,93,91,0.152297,0.190948,0.14522,7,0.87147,7,0.594981,7,0.486055,7,0.857758
00476_747,476,calib,7,163,518,199,555,46,47,0.372164,0.355585,0.195652,7,0.909678,7,0.931109,7,0.577541,7,0.772373
00476_748,476,calib,7,1152,523,1187,558,45,45,0.203162,0.26569,0.210864,7,0.957673,7,0.941394,7,0.3776,7,0.920848
00477_749,477,calib,5,298,506,338,546,50,50,0.22643,0.272819,0.254,5,0.677375,5,0.736751,5,0.349518,5,0.511525
00478_750,478,calib,5,921,470,963,512,52,52,0.109177,0.139913,0.188979,3,0.579108,3,0.3983,3,0.197996,5,0.276711
00478_751,478,calib,5,218,483,258,523,50,50,0.320231,0.548898,0.2368,5,0.67258,5,0.529119,5,0.234488,3,0.146222
00479_752,479,calib,13,982,498,1025,539,53,51,0.540515,0.541923,0.158343,13,0.894809,13,0.920807,13,0.436264,13,0.629929
00479_753,479,calib,40,990,539,1020,569,40,40,0.283363,0.470586,0.1975,40,0.955348,40,0.973263,40,0.601616,40,0.364791
00480_754,480,calib,2,1055,444,1103,492,58,58,0.440486,0.596607,0.212545,2,0.761874,2,0.918478,2,0.77153,2,0.678681
00481_755,481,calib,18,908,502,944,535,46,43,0.419182,0.636988,0.220425,18,0.972401,18,0.985258,18,0.921726,18,0.937965
00482_756,482,calib,12,732,526,768,564,46,48,0.347119,0.53006,0.17029,12,0.969892,12,0.997374,12,0.888353,12,0.932055
00482_757,482,calib,17,260,528,296,570,46,52,0.4256,0.429371,0.242475,17,0.77077,17,0.887251,17,0.512031,17,0.565786
00482_758,482,calib,17,283,564,303,590,30,36,0.367244,0.447061,0.223148,17,0.940642,17,0.945743,17,0.858295,17,0.83156
00482_759,482,calib,13,1055,566,1071,587,26,31,0.305999,0.523014,0.181141,13,0.565799,13,0.821009,5,0.142526,13,0.429858
00483_760,483,calib,7,150,510,203,563,63,63,0.137475,0.116566,0.170068,7,0.9179,7,0.922242,7,0.394437,7,0.836865
00483_761,483,calib,7,1182,531,1232,583,60,62,0.152131,0.171432,0.166129,7,0.887823,7,0.765614,7,0.566396,7,0.709366
00484_762,484,calib,16,339,509,372,542,43,43,0.436469,0.325021,0.166036,16,0.895662,16,0.832395,16,0.800811,16,0.861134
00484_763,484,calib,16,1002,529,1035,563,43,44,0.272139,0.200026,0.161734,16,0.880416,16,0.824328,16,0.405438,16,0.644814
00485_764,485,calib,16,203,377,278,454,91,93,0.462931,0.417298,0.084131,16,0.708518,16,0.648037,16,0.563334,16,0.713667
00486_765,486,calib,7,410,519,465,574,67,67,0.20371,0.278756,0.169303,7,0.859382,7,0.878399,7,0.653692,7,0.769265
00487_766,487,calib,38,625,606,644,625,29,29,0.616666,0.475317,0.274673,38,0.827461,38,0.896708,38,0.380244,38,0.799335
00488_767,488,calib,38,494,611,516,633,32,32,0.361684,0.345795,0.274414,38,0.854617,38,0.910511,40,0.468839,38,0.555928
00490_768,490,calib,13,842,516,870,539,38,33,0.471286,0.348577,0.128389,13,0.979193,13,0.948321,13,0.645729,13,0.948985
00490_769,490,calib,38,644,596,668,620,34,34,0.210442,0.163063,0.211073,38,0.877208,38,0.875819,38,0.441756,38,0.51185
00490_770,490,calib,40,847,536,867,556,30,30,0.423416,0.36361,0.158889,40,0.221018,40,0.302939,40,0.521465,13,0.121428
00491_771,491,calib,38,430,568,488,637,70,83,0.4002,0.666991,0.122375,38,0.866757,38,0.93937,38,0.734791,38,0.634224
00492_772,492,calib,11,893,528,923,557,40,39,0.378808,0.394678,0.189744,11,0.923607,11,0.913612,11,0.404458,11,0.703173
00493_773,493,calib,18,910,450,966,501,68,61,0.195564,0.09056,0.01567,18,0.293142,18,0.666922,18,0.3039,25,0.193424
00494_774,494,calib,1,1113,300,1211,395,118,115,0.166511,0.135323,0.058585,1,0.803645,1,0.836461,1,0.295653,23,0.078469
00496_775,496,calib,8,511,494,552,536,51,52,0.293908,0.427307,0.199095,8,0.700752,8,0.639756,8,0.333829,8,0.500729
00496_776,496,calib,10,509,535,550,576,51,51,0.280388,0.442428,0.193772,10,0.775953,10,0.694737,10,0.403739,10,0.639093
00497_777,497,calib,38,392,611,425,651,43,50,0.077698,0.084082,0.03907,38,0.975517,38,0.933591,38,0.568349,19,0.546539
00498_778,498,calib,38,249,586,298,634,59,58,0.083661,0.088297,0.049094,38,0.905154,38,0.819979,38,0.588533,38,0.241568
00498_779,498,calib,17,248,482,292,526,54,54,0.091035,0.079576,0.010288,17,0.969044,17,0.788905,17,0.579943,19,0.587523
00499_780,499,calib,13,1009,497,1056,539,57,52,0.179793,0.205272,0.146761,13,0.672143,13,0.880226,13,0.148424,13,0.43435
00500_781,500,calib,5,952,499,1000,546,58,57,0.160278,0.263832,0.177858,3,0.225549,1,0.180895,5,0.179058,5,0.266549
00501_782,501,calib,4,943,557,962,577,29,30,0.108479,0.110187,0.082759,4,0.796602,4,0.679656,0,0.179878,4,0.412481
00501_783,501,calib,4,610,558,628,577,28,29,0.404733,0.363642,0.274631,4,0.621563,4,0.592339,12,0.150305,4,0.502823
00501_784,501,calib,17,120,282,227,386,129,124,0.265064,0.365948,0.157164,17,0.638505,17,0.660604,17,0.477191,17,0.691913
00501_785,501,calib,38,107,637,216,748,131,133,0.16483,0.234297,0.074614,38,0.864031,38,0.82588,38,0.695058,38,0.513169
00502_786,502,calib,17,57,556,85,584,38,38,0.13099,0.201266,0.148892,17,0.949594,17,0.949134,17,0.683511,17,0.784552
00502_787,502,calib,17,579,555,606,582,37,37,0.279371,0.349161,0.195763,17,0.894337,17,0.952818,17,0.75247,17,0.619706
00502_788,502,calib,38,558,577,592,611,44,44,0.192029,0.247138,0.170455,38,0.963138,38,0.958794,38,0.893129,38,0.773491
00503_789,503,calib,38,354,579,423,650,83,85,0.22985,0.215544,0.090999,38,0.854549,38,0.83009,38,0.598452,38,0.364358
00504_790,504,calib,38,379,595,410,627,41,42,0.066874,0.05226,0.0,38,0.985827,38,0.975923,38,0.706335,19,0.843756
00505_791,505,calib,12,1052,480,1092,521,50,51,0.175148,0.185888,0.093333,12,0.844498,12,0.809918,12,0.614798,12,0.120004
00507_792,507,calib,11,878,473,933,524,67,61,0.239904,0.255615,0.253242,11,0.737667,11,0.828773,11,0.595225,11,0.650857
00507_793,507,calib,38,657,587,673,605,26,28,0.201842,0.26068,0.28022,38,0.964505,38,0.898198,40,0.281956,38,0.755433
00508_794,508,calib,11,865,495,908,534,53,49,0.200994,0.249164,0.144782,11,0.84062,11,0.920845,11,0.882348,11,0.802588
00509_795,509,calib,11,833,487,877,527,54,50,0.171807,0.232503,0.17,11,0.655855,11,0.775248,11,0.291239,11,0.518359
00512_796,512,calib,5,230,486,270,522,50,46,0.626249,0.501186,0.171739,5,0.547303,5,0.437254,5,0.29751,5,0.532708
00512_797,512,calib,5,1139,490,1179,530,50,50,0.138215,0.212051,0.1408,5,0.653562,5,0.563539,5,0.168592,5,0.647301
00513_798,513,calib,7,142,501,197,556,67,67,0.364624,0.689418,0.054132,7,0.505769,7,0.635039,7,0.513594,32,0.157747
00514_799,514,calib,10,381,511,418,548,47,47,0.180318,0.319637,0.131281,10,0.73947,10,0.594453,2,0.125085,19,0.491102
00514_800,514,calib,10,1168,491,1206,530,48,49,0.05324,0.045843,0.027636,10,0.833224,10,0.76072,10,0.398415,19,0.683387
00515_801,515,calib,3,257,361,333,435,92,88,0.416067,0.522425,0.14081,3,0.81253,3,0.750914,3,0.585623,3,0.775395
00516_802,516,calib,34,240,275,298,333,70,70,0.499873,0.753606,0.110816,34,0.812699,34,0.886305,34,0.433056,14,0.135602
00517_803,517,calib,10,271,422,345,496,88,88,0.17864,0.344005,0.140883,9,0.332458,9,0.301821,23,0.126238,13,0.171205
00518_804,518,calib,7,451,526,499,574,58,58,0.097583,0.068179,0.027943,7,0.940359,7,0.903642,7,0.717429,19,0.322478
00519_805,519,calib,7,454,531,507,584,63,63,0.090129,0.034485,0.0,7,0.877821,7,0.780867,7,0.607067,19,0.680326
00520_806,520,calib,10,380,507,436,565,68,70,0.17566,0.385556,0.058613,10,0.237077,13,0.210963,3,0.093339,19,0.337783
00521_807,521,calib,7,377,574,405,604,38,40,0.274956,0.190672,0.276316,7,0.932656,7,0.890026,7,0.560335,7,0.831632
00521_808,521,calib,7,946,565,976,595,40,40,0.091772,0.143124,0.181875,7,0.90515,7,0.9067,7,0.340137,7,0.74648
00523_809,523,calib,10,1285,512,1330,555,55,53,0.147939,0.188348,0.147513,10,0.835058,10,0.77732,16,0.142273,10,0.660807
00523_810,523,calib,10,455,515,502,562,57,57,0.297788,0.466772,0.194829,10,0.499856,10,0.487512,10,0.199237,10,0.29224
00524_811,524,calib,7,187,530,241,584,64,64,0.316356,0.473346,0.182617,7,0.753689,7,0.929003,7,0.553086,7,0.559207
00524_812,524,calib,7,1219,528,1271,580,62,62,0.206329,0.246893,0.198491,7,0.814808,7,0.873842,7,0.379161,7,0.778329
00527_813,527,calib,10,874,426,904,456,40,40,0.336757,0.386513,0.180625,10,0.953486,10,0.934827,10,0.235697,10,0.46704
00527_814,527,calib,10,359,420,389,450,40,40,0.397561,0.445139,0.185625,10,0.963456,10,0.913296,10,0.196578,10,0.660823
00528_815,528,calib,7,985,339,1026,380,51,51,0.248401,0.195315,0.233756,7,0.899194,7,0.813619,7,0.561985,7,0.854474
00528_816,528,calib,7,166,415,205,455,49,50,0.264373,0.169053,0.262449,7,0.861974,7,0.764589,2,0.268144,7,0.76082
00530_817,530,calib,10,425,401,460,435,45,44,0.319675,0.155634,0.089899,10,0.912661,10,0.817108,10,0.487107,10,0.917871
00530_818,530,calib,10,1010,401,1043,434,43,43,0.323267,0.273429,0.147107,10,0.930015,10,0.725358,10,0.775807,10,0.909099
00531_819,531,calib,10,484,443,504,463,30,30,0.529503,0.457497,0.197778,10,0.946347,10,0.934201,10,0.302918,10,0.849239
00531_820,531,calib,10,909,431,931,453,32,32,0.200115,0.291153,0.158203,10,0.830812,10,0.721481,23,0.172274,10,0.587179
